Безымянка,,,.113.226.1586.78.,2020-02-27 01:01:11,46
Балашиха,,,.113.232.2019.144.2048.,2020-02-27 01:01:18,47
Ханты-Мансийск,,,.113.223.1368.147.,2020-02-27 01:01:23,48
Химки,,,.113.232.2019.141.2077.,2020-02-27 01:01:28,49
Саратов,,,.113.226.1596.79.,2020-02-27 01:01:35,50
Подольск,,,.113.232.2019.142.2061.,2020-02-27 01:01:45,51
посёлок Залесье,,,.113.223.1261.3.,2020-02-27 01:01:45,52
Нур-Султан (Астана),,,.40.159.,2020-02-27 01:01:57,53
Новороссийск,,,.113.224.1438.1454.,2020-02-27 01:01:59,54
Орёл,,,.113.230.1898.69.,2020-02-27 01:02:01,55
деревня Боровлево,,,.113.229.1783.89.,2020-02-27 01:02:06,56
Казань,,,.113.227.1624.88.,2020-02-27 01:02:10,57
Иркутск,,,.113.221.1124.35.,2020-02-27 01:02:10,58
село Прохладное,,,.113.220.1948.22.,2020-02-27 01:02:13,59
Звенигородская,,,.113.231.2.,2020-02-27 01:02:15,60
г Калуга,,,.113.230.1859.43.,2020-02-27 01:02:16,61
г Нижний Тагил,,,.113.223.1261.1291.,2020-02-27 01:02:21,62
Молодежная,,,.113.232.1.,2020-02-27 01:02:21,63
Ломоносовский проспект,,,.113.232.1.,2020-02-27 01:02:21,64
Миасс,,,.113.223.1384.1400.,2020-02-27 01:02:35,65
г. Краснодар,,,.113.224.1438.53.,2020-02-27 01:02:36,66
Рязань,,,.113.228.1704.77.,2020-02-27 01:02:37,67
Красногорск,,,.113.232.2019.143.2034.,2020-02-27 01:02:42,68
Курган,,,.113.223.1308.55.,2020-02-27 01:02:44,69
Ростов-на-Дону,,,.113.225.1530.76.,2020-02-27 01:02:44,70
Железногорск,,,.113.230.1880.1882.,2020-02-27 01:02:45,71
Нижний Новгород,,,.113.228.1679.66.,2020-02-27 01:03:03,72
Магадан,,,.113.220.1946.60.,2020-02-27 01:03:29,73
Донской,,,.113.230.1913.1919.,2020-02-27 01:03:30,74
Ломоносов,,,.113.231.2.,2020-02-27 01:03:33,75
Одинцовский район,,,.113.232.2019.143.2051.,2020-02-27 01:03:37,76
Серов,,,.113.223.1261.1301.,2020-02-27 01:03:42,77
Волгоград,,,.113.225.1511.24.,2020-02-27 01:03:54,78
Улан-Удэ,,,.113.221.1118.20.,2020-02-27 01:04:02,79
Иваново,,,.113.229.1754.32.,2020-02-27 01:04:03,80
Щёлково,,,.113.232.2019.144.2083.,2020-02-27 01:04:04,81
Новомосковск,,,.113.230.1913.1924.,2020-02-27 01:04:08,82
посёлок Парголово,,,.113.231.2.,2020-02-27 01:04:10,83
Киев,,,.5.2164.3078.,2020-02-27 01:04:13,84
Мытищи,,,.113.232.2019.141.2041.,2020-02-27 01:04:38,85
Ялта,,,.113.225.2114.2120.,2020-02-27 01:04:53,86
Тула,,,.113.230.1913.92.,2020-02-27 01:05:27,87
Уральск,,,.40.193.,2020-02-27 01:05:36,88
Новомосковский административный округ,,,.113.232.1.,2020-02-27 01:05:38,89
Братск,,,.113.221.1124.1130.,2020-02-27 01:06:04,90
Кострома,,,.113.229.1771.52.,2020-02-27 01:06:24,91
Калининград,,,.113.231.1020.41.,2020-02-27 01:06:35,92
Великий Новгород,,,.113.231.1051.67.,2020-02-27 01:06:40,93
посёлок городского типа Малаховка,,,.113.232.1.,2020-02-27 01:06:47,94
г.Алматы,,,.40.160.,2020-02-27 01:06:48,95
Юрьевец,,,.113.229.1754.1770.,2020-02-27 01:06:51,96
Зеленоград,,,.113.232.2019.141.2088.,2020-02-27 01:07:36,97
Алексеевская,,,.113.232.1.,2020-02-27 01:07:45,98
деревня Шелудьково,,,.113.232.2019.143.2021.,2020-02-27 01:07:50,99
Щелково,,,.113.232.2019.144.2083.,2020-02-27 01:07:54,100
Барановичи,,,.16.2233.2239.,2020-02-27 01:08:17,101
село Ямное,,,.113.230.1844.26.,2020-02-27 01:08:32,102
Электрозаводская,,,.113.232.1.,2020-02-27 01:08:40,103
Петропавловск-Камчатский,,,.113.220.1943.44.,2020-02-27 01:08:42,104
Римская,,,.113.232.2019.144.2020.,2020-02-27 01:08:43,105
село Бирюля,,,.113.222.1216.10.,2020-02-27 01:08:46,106
Норильск,,,.113.221.1146.246.,2020-02-27 01:08:47,107
деревня Лечищево,,,.113.232.2019.143.2028.,2020-02-27 01:09:00,108
Набережные Челны,,,.113.227.1624.1641.,2020-02-27 01:09:01,109
Можайск,,,.113.232.2019.143.2040.,2020-02-27 01:09:15,110
Кинешма,,,.113.229.1754.1758.,2020-02-27 01:09:19,111
Астрахань,,,.113.225.1505.15.,2020-02-27 01:09:23,112
Новогиреево,,,.113.232.1.,2020-02-27 01:09:34,113
деревня Локотки,,,.113.223.1347.99.,2020-02-27 01:09:38,114
ул.Павла Андреева,,,.113.232.1.,2020-02-27 01:09:48,115
Дворец спорта,,,.5.115.,2020-02-27 01:09:56,116
село Октябрьское,,,.113.223.1384.5801.,2020-02-27 01:09:58,117
село Поляны,,,.113.228.1704.77.,2020-02-27 01:10:00,118
Мурманск,,,.113.231.1061.64.,2020-02-27 01:10:46,119
аул Новая Адыгея,,,.113.224.1438.53.,2020-02-27 01:10:49,120
Киров,,,.113.228.1661.49.,2020-02-27 01:10:51,121
Площадь Ленина,,,.113.222.1202.4.,2020-02-27 01:11:00,122
г Москва,,,.113.232.1.,2020-02-27 01:11:01,123
Лесковка,,,.16.1002.,2020-02-27 01:11:07,124
поселок Агроном,,,.113.224.1438.2448.,2020-02-27 01:11:10,125
Южная,,,.113.232.1.,2020-02-27 01:11:14,126
Аннино,,,.113.232.1.,2020-02-27 01:11:15,127
Пионерская,,,.113.231.2.,2020-02-27 01:11:16,128
Лесопарковая,,,.113.232.1.,2020-02-27 01:11:16,129
Выборгская,,,.113.231.2.,2020-02-27 01:11:17,130
Московская,,,.113.231.2.,2020-02-27 01:11:17,131
г Ульяновск,,,.113.226.1614.1618.,2020-02-27 01:11:17,132
Кировск,,,.113.231.145.1998.,2020-02-27 01:11:29,133
Красное Село,,,.113.231.2.,2020-02-27 01:11:31,134
Белгород,,,.113.230.1817.17.,2020-02-27 01:12:03,135
Раменское,,,.113.232.2019.142.2065.,2020-02-27 01:12:06,136
город Алматы,,,.40.160.,2020-02-27 01:12:06,137
Бийск,,,.113.222.1217.1220.,2020-02-27 01:12:12,138
село Ворсино,,,.113.230.1859.301.,2020-02-27 01:12:12,139
Краснодар. Ул.Уральская.220,,,.113.224.1438.53.,2020-02-27 01:12:19,140
Павлодар,,,.40.181.,2020-02-27 01:12:23,141
Шоссе Энтузиастов,,,.113.232.1.,2020-02-27 01:12:39,142
Тюмень,,,.113.223.1342.95.,2020-02-27 01:12:49,143
Калуга,,,.113.230.1859.43.,2020-02-27 01:12:55,144
Обнинск,,,.113.230.1859.301.,2020-02-27 01:13:01,145
Окружная,,,.113.232.1.,2020-02-27 01:13:07,146
Кемерово,,,.113.222.1229.47.,2020-02-27 01:13:29,147
Гродно,,,.16.1006.,2020-02-27 01:14:02,148
Усть-Кут,,,.113.221.1124.1143.,2020-02-27 01:14:04,149
Липецк,,,.113.230.1890.58.,2020-02-27 01:14:07,150
деревня Мистолово,,,.113.231.2.,2020-02-27 01:14:16,151
Благовещенск,,,.113.220.1932.12.,2020-02-27 01:14:25,152
Геологическая,,,.113.223.1261.3.,2020-02-27 01:14:29,153
деревня Марьино,,,.113.232.1.,2020-02-27 01:14:30,154
Театральная,,,.113.232.1.,2020-02-27 01:14:35,155
Тольятти,,,.113.226.1586.212.,2020-02-27 01:14:46,156
Прокопьевск,,,.113.222.1229.1243.,2020-02-27 01:14:58,157
Колпино,,,.113.231.2.,2020-02-27 01:15:13,158
Боровичи,,,.113.231.1051.1052.,2020-02-27 01:15:13,159
Цнянка,,,.16.1002.,2020-02-27 01:15:34,160
Ногинск,,,.113.232.1.,2020-02-27 01:15:51,161
Красногорский район,,,.113.232.1.,2020-02-27 01:16:05,162
Череповец,,,.113.229.1739.1753.,2020-02-27 01:16:09,163
Якутск,,,.113.221.1174.80.,2020-02-27 01:16:17,164
Старый Оскол,,,.113.230.1817.1825.,2020-02-27 01:16:26,165
посёлок Берёзовый,,,.113.224.1438.53.,2020-02-27 01:16:27,166
Зябликово,,,.113.232.1.,2020-02-27 01:16:39,167
Магнитогорск,,,.113.223.1384.1399.,2020-02-27 01:16:54,168
Белорусская,,,.113.232.2019.141.2041.,2020-02-27 01:16:55,169
Нововоронеж,,,.113.231.1103.83.,2020-02-27 01:17:08,170
Улица 1905 года,,,.113.232.1.,2020-02-27 01:18:24,171
Удомля,,,.113.229.1783.1805.,2020-02-27 01:18:27,172
городской округ Домодедово,,,.113.232.1.,2020-02-27 01:18:51,173
Рыбное,,,.113.228.1704.77.,2020-02-27 01:19:22,174
деревня Покровское,,,.113.232.2019.143.2634.,2020-02-27 01:19:26,175
Багратионовская,,,.113.232.1.,2020-02-27 01:19:31,176
Ангарск,,,.113.221.1124.1126.,2020-02-27 01:19:43,177
Новокузнецк,,,.113.222.1229.1240.,2020-02-27 01:19:48,178
Приморская,,,.113.231.2.,2020-02-27 01:19:54,179
Анапа,,,.113.224.1438.3315.,2020-02-27 01:19:57,180
Пятигорск,,,.113.224.1481.1498.,2020-02-27 01:19:58,181
Ульяновск,,,.113.226.1614.98.,2020-02-27 01:20:30,182
деревня Хрепелка,,,.113.231.145.2002.,2020-02-27 01:20:33,183
Энгельс,,,.113.226.1596.1613.,2020-02-27 01:20:38,184
Владивосток,,,.113.220.1948.22.,2020-02-27 01:20:45,185
С-Пб. Коломяжский пр. д15 к. 2,,,.113.231.2.,2020-02-27 01:20:52,186
Чебоксары,,,.113.227.1652.107.,2020-02-27 01:21:02,187
Одинцово,,,.113.232.2019.143.2053.,2020-02-27 01:21:18,188
Достоевская,,,.113.231.2.,2020-02-27 01:21:19,189
Полоцк,,,.16.2234.2265.,2020-02-27 01:21:38,190
деревня Пирогово,,,.113.227.1646.96.,2020-02-27 01:21:50,191
поселок городского типа Онохой,,,.113.221.1118.4653.,2020-02-27 01:21:50,192
посёлок городского типа Горки Ленинские,,,.113.232.1.,2020-02-27 01:21:53,193
Парнас,,,.113.231.2.,2020-02-27 01:22:02,194
деревня Никольское,,,.113.232.2019.141.2023.,2020-02-27 01:22:38,195
Сертолово,,,.113.231.2.,2020-02-27 01:22:43,196
г Верещагино,,,.113.223.1317.1320.,2020-02-27 01:22:47,197
г Челябинск,,,.113.223.1384.104.,2020-02-27 01:22:48,198
г Саратов,,,.113.226.1596.79.,2020-02-27 01:22:49,199
Северодвинск,,,.113.231.1008.1017.,2020-02-27 01:23:08,200
Фрунзенская,,,.113.231.2.,2020-02-27 01:23:12,201
Борисовский тракт,,,.16.1007.,2020-02-27 01:23:44,202
Бердск,,,.113.222.1202.1204.,2020-02-27 01:24:42,203
ВДНХ,,,.113.232.1.,2020-02-27 01:24:44,204
Искитим,,,.113.222.1202.1206.,2020-02-27 01:24:47,205
Нижний Тагил,,,.113.223.1261.1291.,2020-02-27 01:24:54,206
Тамбов,,,.113.230.1905.87.,2020-02-27 01:25:02,207
Петроградская,,,.113.231.2.,2020-02-27 01:25:04,208
Лесной,,,.113.223.1261.1287.,2020-02-27 01:25:18,209
Пермский край,,,.113.223.1317.1337.,2020-02-27 01:25:50,210
Чистые пруды,,,.113.232.1.,2020-02-27 01:26:38,211
Автозаводская,,,.113.232.1.,2020-02-27 01:27:05,212
Кингисепп,,,.113.231.145.1996.,2020-02-27 01:27:07,213
Ташкент,,,.97.2759.,2020-02-27 01:27:13,214
деревня Ям-Ижора,,,.113.231.2.,2020-02-27 01:27:25,215
Ступино,,,.113.232.1.,2020-02-27 01:27:29,216
Киевская,,,.113.232.1.,2020-02-27 01:27:54,217
Арбатская,,,.113.232.1.,2020-02-27 01:28:15,218
деревня Румянцево,,,.113.232.1.,2020-02-27 01:28:35,219
деревня Лешково,,,.113.232.1.,2020-02-27 01:28:54,220
Кингисеппский район,,,.113.231.2.,2020-02-27 01:29:29,221
Дмитровский городской округ,,,.113.232.2019.141.2092.,2020-02-27 01:29:56,222
Нижневартовск,,,.113.223.1368.1375.,2020-02-27 01:30:12,223
посёлок Солнечный,,,.113.230.1844.26.,2020-02-27 01:30:23,224
Планерная,,,.113.232.2019.141.2077.,2020-02-27 01:30:37,225
Брест,,,.16.1007.,2020-02-27 01:30:40,226
село Косулино,,,.113.223.1261.1275.,2020-02-27 01:30:40,227
г Сочи,,,.113.224.1438.237.,2020-02-27 01:31:00,228
Чита,,,.113.221.1192.106.,2020-02-27 01:31:03,229
г. Набережные Челны,,,.113.227.1624.1641.,2020-02-27 01:31:08,230
поселок городского типа Тугулым,,,.113.223.1261.4739.,2020-02-27 01:31:11,231
посёлок Мурино,,,.113.231.2.,2020-02-27 01:31:21,232
Караганда,,,.40.177.,2020-02-27 01:31:24,233
поселок Красное,,,.113.232.1.,2020-02-27 01:31:36,234
Оренбург,,,.113.226.1563.70.,2020-02-27 01:32:30,235
Смоленск,,,.113.231.1103.83.,2020-02-27 01:32:38,236
Каширская,,,.113.232.1.,2020-02-27 01:32:43,237
Таганрог,,,.113.225.1530.1550.,2020-02-27 01:32:57,238
Архангельск,,,.113.223.1342.95.,2020-02-27 01:33:19,239
Бутырская,,,.113.232.1.,2020-02-27 01:33:20,240
Дмитров,,,.113.232.2019.141.2023.,2020-02-27 01:33:32,241
Нахимовский проспект,,,.113.232.1.,2020-02-27 01:33:54,242
Хабаровск,,,.113.220.1975.102.,2020-02-27 01:34:02,243
Коптево,,,.113.232.1.,2020-02-27 01:34:16,244
поселок городского типа Ржавки,,,.113.232.2019.141.2088.,2020-02-27 01:34:49,245
село Табашино,,,.113.227.1620.61.,2020-02-27 01:35:10,246
деревня Боровляны,,,.16.1002.,2020-02-27 01:35:11,247
посёлок Отрадное,,,.113.230.1844.26.,2020-02-27 01:35:17,248
Царицыно,,,.113.232.1.,2020-02-27 01:35:34,249
Пенза,,,.113.226.1575.71.,2020-02-27 01:35:43,250
Курск,,,.113.230.1880.56.,2020-02-27 01:35:43,251
г Истра,,,.113.232.2019.143.6336.,2020-02-27 01:35:45,252
посёлок Металлострой,,,.113.231.2.,2020-02-27 01:35:47,253
Королев,,,.113.232.1.,2020-02-27 01:35:50,254
Невинномысск,,,.113.224.1481.1494.,2020-02-27 01:35:57,255
Канск,,,.113.221.1146.1159.,2020-02-27 01:36:00,256
Калязин,,,.113.229.1783.1792.,2020-02-27 01:36:10,257
посёлок Шушары,,,.113.231.2.,2020-02-27 01:36:17,258
г. Пермь,,,.113.223.1317.72.,2020-02-27 01:36:26,259
город Рязань,,,.113.228.1704.77.,2020-02-27 01:36:26,260
Берёзовский,,,.113.223.1261.1266.,2020-02-27 01:36:29,261
Атырау,,,.40.153.,2020-02-27 01:37:06,262
посёлок Власиха,,,.113.230.1859.1867.,2020-02-27 01:37:20,263
г Когалым,,,.113.223.1368.1370.,2020-02-27 01:37:21,264
г Краснотурьинск,,,.113.223.1261.1283.,2020-02-27 01:37:23,265
Заславль,,,.16.2237.2316.,2020-02-27 01:37:24,266
Тобольск,,,.113.223.1342.1345.,2020-02-27 01:37:36,267
город Семилуки,,,.113.230.1844.26.,2020-02-27 01:38:25,268
Елец,,,.113.230.1890.1893.,2020-02-27 01:38:33,269
агрогородок Ждановичи,,,.16.1002.,2020-02-27 01:38:49,270
Спортивная,,,.113.231.2.,2020-02-27 01:38:53,271
г.Челябинск,,,.113.223.1384.104.,2020-02-27 01:39:02,272
Новокуйбышевск,,,.113.226.1586.1590.,2020-02-27 01:39:33,273
Армавир,,,.113.224.1438.1442.,2020-02-27 01:39:41,274
деревня Лесковка,,,.16.1002.,2020-02-27 01:39:45,275
Октябрьский,,,.113.223.1347.1361.,2020-02-27 01:40:42,276
Соликамск,,,.113.223.1317.1335.,2020-02-27 01:41:04,277
Березники,,,.113.223.1317.1319.,2020-02-27 01:41:09,278
г.Волжский ул.Пушкина 45,,,.113.225.1511.1512.,2020-02-27 01:41:11,279
КРАСНОДАР,,,.113.224.1438.53.,2020-02-27 01:41:25,280
Циолковский,,,.113.220.1932.5210.,2020-02-27 01:41:32,281
Абакан,,,.113.221.1187.103.,2020-02-27 01:41:43,282
Кольчугинский район,,,.113.229.1716.1725.,2020-02-27 01:41:54,283
Костанай,,,.40.172.,2020-02-27 01:42:24,284
Кунгур,,,.113.223.1317.1329.,2020-02-27 01:43:51,285
Bangkok,,,.113.232.1.,2020-02-27 01:44:16,286
деревня Вавилово,,,.113.223.1347.99.,2020-02-27 01:44:16,287
село Архангельское,,,.113.223.1347.5163.,2020-02-27 01:44:48,288
Екатеринбург   ул. Черняховского 86,,,.113.223.1261.3.,2020-02-27 01:44:50,289
Актобе,,,.40.154.,2020-02-27 01:45:47,290
Усть-Каменогорск,,,.40.194.,2020-02-27 01:46:30,291
Иркутская область,,,.113.221.1124.35.,2020-02-27 01:46:49,292
Алдан,,,.113.221.1174.1175.,2020-02-27 01:47:19,293
Тараз,,,.40.187.,2020-02-27 01:47:41,294
Горно-Алтайск,,,.113.222.1216.10.,2020-02-27 01:47:45,295
село Клочки,,,.113.222.1217.11.,2020-02-27 01:47:46,296
Алтуфьево,,,.113.232.1.,2020-02-27 01:47:56,297
Каховская,,,.113.232.1.,2020-02-27 01:47:56,298
Саларьево,,,.113.232.1.,2020-02-27 01:47:57,299
Южно-Сахалинск,,,.113.220.1960.81.,2020-02-27 01:48:14,300
Комсомольск-на-Амуре,,,.113.220.1975.1979.,2020-02-27 01:48:31,301
Емельяновский район,,,.113.221.1146.54.,2020-02-27 01:48:39,302
Белово,,,.113.222.1229.1231.,2020-02-27 01:48:57,303
городской округ Якутск,,,.113.221.1174.80.,2020-02-27 01:49:40,304
село Дальнее,,,.113.220.1960.81.,2020-02-27 01:50:21,305
посёлок Нагорный,,,.113.220.1943.5292.,2020-02-27 01:50:43,306
село Быков Отрог,,,.113.226.1596.1599.,2020-02-27 01:51:35,307
Домодедово,,,.113.232.2019.142.2025.,2020-02-27 01:51:44,308
г Тольятти,,,.113.226.1586.212.,2020-02-27 01:52:23,309
рабочий посёлок Селятино,,,.113.232.1.,2020-02-27 01:52:43,310
Славянский бульвар,,,.113.232.1.,2020-02-27 01:53:40,311
Раменки,,,.113.232.1.,2020-02-27 01:54:53,312
Сыктывкар,,,.113.231.1041.51.,2020-02-27 01:55:14,313
Слободской,,,.113.228.1661.1674.,2020-02-27 01:55:38,314
Тимашевск,,,.113.224.1438.1458.,2020-02-27 01:55:55,315
село Серноводское,,,.113.224.1500.105.,2020-02-27 01:55:56,316
Площадь Ильича,,,.113.232.1.,2020-02-27 01:56:07,317
деревня Божонка,,,.113.231.1051.67.,2020-02-27 01:56:16,318
деревня Зайцево,,,.113.232.1.,2020-02-27 01:56:36,319
поселок Колодищи,,,.16.1002.,2020-02-27 01:57:04,320
Славянск-на-Кубани,,,.113.224.1438.1456.,2020-02-27 01:57:30,321
Шахты,,,.113.225.1530.1552.,2020-02-27 01:58:49,322
рабочий посёлок Кольцово,,,.113.222.1202.4.,2020-02-27 01:59:55,323
www.mc21.ru,,,.113.231.2.,2020-02-27 02:01:35,324
Улица Горчакова,,,.113.232.1.,2020-02-27 02:02:19,325
г Щербинка,,,.113.232.2019.142.2096.,2020-02-27 02:02:20,326
Пушкинская,,,.16.1002.,2020-02-27 02:03:38,327
Нижнекамск,,,.113.227.1624.1642.,2020-02-27 02:06:02,328
деревня Бережки,,,.113.232.2019.142.2061.,2020-02-27 02:06:20,329
Ишимбай,,,.113.223.1347.1356.,2020-02-27 02:07:04,330
Международная,,,.113.232.1.,2020-02-27 02:09:49,331
село Чесноковка,,,.113.223.1347.99.,2020-02-27 02:12:49,332
Орехово-Зуево,,,.113.232.2019.144.2058.,2020-02-27 02:16:03,333
Витебск,,,.16.1005.,2020-02-27 02:17:32,334
Сарань,,,.40.177.,2020-02-27 02:17:52,335
г. Тверь,,,.113.229.1783.89.,2020-02-27 02:19:33,336
Фаниполь,,,.16.1002.,2020-02-27 02:19:36,337
Сестрорецк,,,.113.231.145.2507.,2020-02-27 02:20:41,338
Таганская,,,.113.232.1.,2020-02-27 02:21:00,339
деревня Сколково,,,.113.232.1.,2020-02-27 02:21:13,340
Ладожская,,,.113.231.2.,2020-02-27 02:21:22,341
Красносельская,,,.113.232.1.,2020-02-27 02:21:33,342
Авиамоторная,,,.113.232.1.,2020-02-27 02:21:33,343
село Тарасовка,,,.113.232.2019.141.2089.,2020-02-27 02:22:10,344
Полежаевская,,,.113.232.1.,2020-02-27 02:22:21,345
Токмаков пер. 21   м. Курская м. Бауманская,,,.113.232.1.,2020-02-27 02:22:58,346
деревня Ликино,,,.113.232.2019.143.2053.,2020-02-27 02:23:09,347
Одесса,,,.5.2188.127.,2020-02-27 02:23:09,348
Наро-Фоминск,,,.113.232.2019.142.2044.,2020-02-27 02:23:45,349
Краснознаменск,,,.113.232.2019.143.2051.,2020-02-27 02:23:47,350
Московский,,,.113.232.2019.142.2036.,2020-02-27 02:23:52,351
г Рассказово,,,.113.230.1905.1911.,2020-02-27 02:23:55,352
Всеволожский р-н,,,.113.231.145.5431.,2020-02-27 02:23:56,353
Комендантский проспект,,,.113.231.2.,2020-02-27 02:24:01,354
г Выборг,,,.113.231.145.1991.,2020-02-27 02:24:03,355
Фонвизинская,,,.113.232.1.,2020-02-27 02:24:31,356
Ботанический сад,,,.113.232.1.,2020-02-27 02:24:31,357
Люберцы,,,.113.232.2019.144.2039.,2020-02-27 02:25:01,358
Лосино-Петровский,,,.113.232.2019.144.2081.,2020-02-27 02:25:21,359
г. Воронеж,,,.113.230.1844.26.,2020-02-27 02:25:27,360
посёлок Виноградово,,,.113.232.2019.142.2022.,2020-02-27 02:25:54,361
Ленинский проспект,,,.113.232.1.,2020-02-27 02:26:01,362
село Федяково,,,.113.228.1679.66.,2020-02-27 02:26:29,363
Гагаринская,,,.113.226.1586.78.,2020-02-27 02:26:43,364
Добрынинская,,,.113.232.1.,2020-02-27 02:26:58,365
деревня Апаринки,,,.113.232.2019.142.2035.,2020-02-27 02:27:07,366
Комсомольская,,,.113.232.1.,2020-02-27 02:27:08,367
поселок Первомайское,,,.113.232.2019.143.2053.,2020-02-27 02:27:14,368
деревня Красная Пахра,,,.113.232.1.,2020-02-27 02:27:18,369
Электросила,,,.113.231.2.,2020-02-27 02:28:05,370
Рижская,,,.113.232.1.,2020-02-27 02:28:33,371
Пятницкое шоссе,,,.113.232.1.,2020-02-27 02:28:43,372
г Тула,,,.113.230.1913.92.,2020-02-27 02:28:46,373
г Липецк,,,.113.230.1890.58.,2020-02-27 02:28:46,374
Йошкар-Ола,,,.113.227.1620.61.,2020-02-27 02:29:01,375
Речной вокзал,,,.113.232.1.,2020-02-27 02:29:12,376
поселок городского типа Кугеси,,,.113.227.1652.107.,2020-02-27 02:29:56,377
Светлый (Калининградская область),,,.113.231.1020.41.,2020-02-27 02:30:02,378
Долгопрудный,,,.113.232.1.,2020-02-27 02:30:15,379
Кузнецкий мост,,,.113.232.1.,2020-02-27 02:30:24,380
Чкаловская,,,.113.231.2.,2020-02-27 02:30:49,381
Крестьянская застава,,,.113.232.1.,2020-02-27 02:30:49,382
Владикавказ,,,.113.224.1475.82.,2020-02-27 02:30:52,383
Мичуринский проспект,,,.113.232.1.,2020-02-27 02:31:41,384
Тургеневская,,,.113.232.1.,2020-02-27 02:32:18,385
Реутов,,,.113.232.2019.144.2094.,2020-02-27 02:32:27,386
Десногорск,,,.113.231.1103.1108.,2020-02-27 02:32:35,387
Нижегородская область (606000),,,.113.228.1679.1680.,2020-02-27 02:32:40,388
Балахна,,,.113.228.1679.1680.,2020-02-27 02:33:00,389
Площадь Восстания,,,.113.227.1624.88.,2020-02-27 02:33:20,390
Лобня,,,.113.232.2019.141.2092.,2020-02-27 02:33:23,391
Менделеевская,,,.113.232.1.,2020-02-27 02:33:47,392
Звёздная,,,.113.231.2.,2020-02-27 02:34:18,393
Улица Старокачаловская,,,.113.232.1.,2020-02-27 02:34:36,394
Королёв,,,.113.232.2019.141.2090.,2020-02-27 02:34:40,395
Псков,,,.113.231.1090.1091.,2020-02-27 02:35:05,396
Видное,,,.113.232.1.,2020-02-27 02:35:09,397
г Ковров,,,.113.229.1716.1724.,2020-02-27 02:35:12,398
Борисово,,,.113.232.1.,2020-02-27 02:35:24,399
Горьковская,,,.113.231.2.,2020-02-27 02:35:28,400
Михайловка,,,.113.225.1511.1521.,2020-02-27 02:35:38,401
поселок городского типа Рощино,,,.113.231.145.4023.,2020-02-27 02:35:51,402
ст. м. Войковская,,,.113.232.1.,2020-02-27 02:35:55,403
поселок городского типа Красное-на-Волге,,,.113.229.1771.52.,2020-02-27 02:37:10,404
поселок городского типа Зуя,,,.113.225.2114.6318.,2020-02-27 02:37:27,405
